open,high,low,close,tick_volume,spread,real_volume
2642.277,2644.59,2642.06,2643.843,1632,111,0
2643.844,2645.171,2643.052,2643.941,1433,111,0
2643.953,2647.392,2643.775,2647.296,1760,112,0
2647.257,2650.772,2646.565,2648.577,2831,111,0
2648.61,2651.269,2647.618,2650.514,2258,111,0
2650.547,2651.161,2649.228,2649.669,2171,112,0
2649.638,2650.076,2647.769,2647.861,1854,111,0
2647.858,2649.173,2646.118,2647.923,1893,111,0
2647.953,2650.534,2646.899,2649.32,2132,111,0
2649.306,2652.318,2648.793,2652.318,1850,111,0
2652.286,2654.219,2651.241,2653.152,2000,111,0
2653.107,2654.775,2652.328,2653.525,1733,111,0
2653.486,2657.48,2653.347,2655.676,2236,112,0
2655.692,2657.394,2655.667,2656.444,1640,112,0
2656.43,2658.416,2656.43,2657.739,1561,111,0
2657.788,2658.237,2653.501,2655.966,2226,111,0
